0	10.0	10.0	10.0	10.0	10.0
1000	100.0	83.0	94.0	78.0	101.0
2000	192.0	161.0	168.0	148.0	189.0
3000	272.0	236.0	255.0	221.0	265.0
4000	266.0	228.0	255.0	230.0	242.0
5000	275.0	233.0	262.0	233.0	249.0
6000	293.0	242.0	250.0	220.0	267.0
7000	307.0	244.0	232.0	205.0	283.0
8000	292.0	255.0	243.0	192.0	277.0
9000	285.0	248.0	252.0	213.0	267.0
10000	270.0	251.0	258.0	222.0	263.0
11000	272.0	260.0	250.0	244.0	247.0
12000	268.0	258.0	254.0	238.0	248.0
13000	272.0	263.0	270.0	218.0	241.0
14000	286.0	235.0	275.0	202.0	241.0
15000	290.0	244.0	279.0	207.0	241.0
16000	275.0	246.0	283.0	209.0	219.0
17000	280.0	259.0	278.0	205.0	229.0
18000	282.0	268.0	283.0	190.0	230.0
19000	280.0	242.0	274.0	187.0	262.0
20000	275.0	242.0	281.0	186.0	253.0
21000	301.0	231.0	259.0	188.0	238.0
22000	326.0	242.0	250.0	190.0	234.0
23000	309.0	238.0	251.0	206.0	249.0
24000	285.0	241.0	259.0	217.0	257.0
25000	259.0	251.0	266.0	222.0	262.0
26000	259.0	251.0	253.0	210.0	244.0
27000	251.0	252.0	252.0	209.0	265.0
28000	267.0	239.0	234.0	222.0	257.0
29000	259.0	227.0	233.0	243.0	275.0
30000	278.0	226.0	242.0	242.0	250.0
31000	276.0	245.0	252.0	233.0	234.0
32000	300.0	258.0	242.0	217.0	231.0
33000	284.0	266.0	234.0	213.0	224.0
34000	268.0	270.0	235.0	203.0	237.0
35000	276.0	284.0	254.0	194.0	238.0
36000	287.0	266.0	246.0	197.0	259.0
37000	300.0	246.0	252.0	211.0	250.0
38000	280.0	227.0	238.0	231.0	244.0
39000	271.0	227.0	252.0	233.0	238.0
40000	293.0	241.0	236.0	228.0	254.0
41000	303.0	239.0	245.0	226.0	255.0
42000	312.0	233.0	241.0	227.0	272.0
43000	300.0	219.0	261.0	249.0	254.0
44000	287.0	240.0	255.0	254.0	249.0
45000	284.0	253.0	268.0	246.0	239.0
46000	287.0	271.0	270.0	239.0	255.0
47000	288.0	251.0	302.0	232.0	260.0
48000	308.0	244.0	291.0	251.0	259.0
49000	298.0	233.0	266.0	238.0	246.0
50000	303.0	235.0	249.0	228.0	263.0
51000	280.0	239.0	256.0	228.0	261.0
52000	284.0	246.0	253.0	253.0	273.0
53000	297.0	247.0	244.0	265.0	262.0
54000	299.0	260.0	219.0	259.0	261.0
55000	302.0	255.0	227.0	238.0	255.0
56000	291.0	246.0	220.0	250.0	261.0
57000	306.0	248.0	229.0	268.0	258.0
58000	294.0	235.0	225.0	267.0	261.0
59000	292.0	239.0	225.0	248.0	235.0
60000	272.0	242.0	247.0	239.0	222.0
61000	265.0	249.0	280.0	251.0	216.0
62000	272.0	265.0	289.0	256.0	217.0
63000	273.0	244.0	278.0	240.0	213.0
64000	274.0	263.0	251.0	251.0	223.0
65000	277.0	254.0	261.0	255.0	240.0
66000	278.0	252.0	260.0	258.0	263.0
67000	291.0	234.0	255.0	230.0	254.0
68000	270.0	234.0	244.0	229.0	255.0
69000	273.0	239.0	256.0	226.0	238.0
70000	270.0	251.0	284.0	225.0	237.0
71000	286.0	238.0	281.0	230.0	237.0
72000	283.0	253.0	268.0	232.0	233.0
73000	271.0	274.0	231.0	240.0	236.0
74000	267.0	289.0	230.0	251.0	223.0
75000	274.0	296.0	240.0	252.0	217.0
76000	287.0	272.0	257.0	262.0	215.0
77000	292.0	276.0	256.0	236.0	229.0
78000	296.0	263.0	234.0	249.0	240.0
79000	287.0	253.0	219.0	268.0	245.0
80000	266.0	240.0	228.0	277.0	240.0
81000	246.0	233.0	236.0	260.0	267.0
82000	255.0	219.0	256.0	249.0	257.0
83000	265.0	228.0	265.0	270.0	271.0
84000	270.0	221.0	284.0	287.0	245.0
85000	271.0	244.0	280.0	280.0	243.0
86000	275.0	237.0	276.0	271.0	227.0
87000	268.0	242.0	261.0	259.0	242.0
88000	261.0	248.0	253.0	264.0	251.0
89000	275.0	255.0	260.0	253.0	247.0
90000	282.0	261.0	238.0	263.0	247.0
91000	274.0	262.0	232.0	255.0	256.0
92000	266.0	267.0	221.0	254.0	275.0
93000	265.0	276.0	248.0	233.0	266.0
94000	286.0	281.0	277.0	223.0	257.0
95000	274.0	275.0	276.0	220.0	272.0
96000	273.0	259.0	273.0	226.0	272.0
97000	272.0	277.0	261.0	259.0	272.0
98000	268.0	291.0	244.0	262.0	240.0
99000	283.0	302.0	248.0	291.0	221.0
100000	273.0	266.0	248.0	266.0	223.0
101000	279.0	251.0	276.0	257.0	236.0
102000	260.0	236.0	272.0	233.0	267.0
103000	259.0	231.0	265.0	239.0	291.0
104000	248.0	222.0	251.0	252.0	285.0
