0	10.406375040842487	8.466863045365614 84.8746070427605	11.71271896229326 13.316316625455878	59.582051978328636 83.47691988999327	52.79937779016474 43.81549667349813	89.95252399023111
1000	10.200519689660103	7.607576507267472 81.95214240588479	13.55278648859043 16.468487696580286	55.71824106050343 89.51310464026241	55.748503577731874 51.55818109567588	89.93430315121076
2000	10.885081859931937	7.146581693129755 79.00789438670863	11.935514435006926 16.618683587102097	56.82951728117439 89.47698756744781	58.57296468248868 51.41066243899544	91.00025541937741
3000	11.213532291279124	7.730504550219849 78.76928952577705	10.703517109202261 16.079256588096168	57.99696848638082 89.54273625814685	58.75865367712682 51.64590242642272	91.31205895155013
4000	10.993819785063144	7.01041851367628 77.53567938278451	10.237260826062514 15.450669215528428	58.041249274940995 90.05765518700845	59.17265893796568 52.02238643396159	91.503476375796
5000	10.754564848829045	6.8327678195293275 75.50817348398282	9.51660184766547 15.015478192056355	58.18937844970835 90.30793195685132	59.567411964682556 51.81963031170141	92.08934169925665
6000	10.614272485647842	7.269109491072497 73.91375273988142	9.059081736580886 14.93735912336633	58.106543390584164 90.30037155316408	59.3777081366664 51.8670414643098	91.84726535591983
7000	10.467346947669464	6.755390286668073 72.83499039750797	9.639910514995725 14.29182762000076	58.66959028835198 89.4744314102461	59.692105235762995 51.18754363592203	91.88828831297653
8000	10.822934467434855	7.252590731745628 72.22162105421322	9.830284770470533 14.5889375502628	58.62200832693213 89.73828300237712	59.178338402417324 50.951301575903194	92.27771243986457
9000	11.445933243906051	7.463531002140383 70.90793816654373	10.320803043312313 14.390827042247391	58.894059466148676 90.27508563306218	57.940991242502335 50.610921488780605	92.00681811417219
10000	12.063427449925818	7.453144402433317 69.75784021233035	10.649392475591114 14.204960323646588	59.477841548023804 90.44104197850494	57.8054944079878 49.92250490787319	91.76130208357034
11000	11.718580205857815	7.840622810390295 68.17961140573466	10.260203423255565 14.482658027293194	59.17875390173951 91.0503356982803	58.132233091070326 49.943228778395536	91.74822055666765
