0	35.355467319569044	46.86870249535673	59.963161128982506	34.764670381287466	47.60332485008129	61.38500502371075	75.23509558215612	90.01056342535159	100.0	77.4238092943371	86.67486369587519	100.0
1000	33.449031178813236	44.20266547764864	55.00652898367869	37.5159221562586	47.88442978925574	56.99855264075836	74.85580523818865	84.37446078797373	94.41472718522763	79.07544835174684	88.16793041541308	96.68752638133606
2000	33.904763167186914	44.20266547764864	54.96468828171751	38.92306167630379	48.02880512466294	56.49310100535804	74.33560370703253	83.01485342880505	92.91734039900936	77.65104028676049	86.68659796262523	95.713827456943
3000	33.904763167186914	43.72015310385355	54.40216330369985	37.97513790721774	47.469926989816855	57.02487463511747	73.41867363833614	81.97052117557062	92.21411890186253	76.58886771643931	85.66040502160642	94.64888986395265
4000	33.83768759954877	43.966647783990965	54.40216330369985	37.907373464975194	47.6448207023224	57.12688037919554	72.06615782243966	81.33529127853572	91.28059595868844	75.83286033525158	84.95513959285994	94.25411006441718
5000	33.76895211994653	43.63284371386533	54.440802768650876	37.84174712852631	47.469926989816855	57.15446352228287	71.71666787110884	80.7697644985268	90.62406946325086	75.69154560304378	84.7176097243719	93.79993686032
6000	33.791354264509295	43.97880802792645	54.25054171071756	37.82372064845832	47.48613483950838	57.12688037919554	71.18225548818396	80.55009154084362	90.48526730105095	74.86405258413868	83.90498250836468	93.42657581349417
7000	34.47676158897471	44.11947029351688	53.501745843882446	37.879049523576356	46.88488409839272	56.57725023985467	68.14870486370799	77.48169517133711	86.63836760805415	72.15108384311942	81.3128233522305	90.52326849458402
8000	34.43637888305619	43.827047534601974	52.98293504729476	37.64951908017049	46.08093574515407	56.86301326097378	68.18307114299176	77.24327476183163	86.65117518060148	71.74369594054025	81.42659903695039	90.59965590922033
9000	34.753416038405476	43.57708305861171	52.859476605473276	37.491294299442096	46.34006657839953	56.370508702349696	67.63941375183153	76.70723232015933	85.53042380003853	71.78808139152382	80.7272984232572	89.77033395855824
10000	35.164341152744626	43.59382527163908	52.858507943037395	37.0411333769822	46.624543887070615	55.857678010741324	67.33531725287182	76.39079850514796	84.430407039134	72.10565934286134	80.79719283969806	89.91624911495371
11000	34.00406449819144	43.595824281590524	52.60657341110771	37.49016754676346	47.46657477463873	55.891042480530515	67.83711310498973	76.99179157646589	85.27337549950505	71.14214569857327	80.84507550356074	89.95776375942616
12000	34.17299390286639	42.95939930604499	51.88259043787405	39.449070527449685	47.430758152285925	56.461642455616	67.88269397939345	77.33964636566611	85.92029358580052	70.92962564672848	80.61789270705697	89.78665290674118
13000	34.41105048832838	42.69161311579583	50.86189029365573	38.34421406832739	48.088655580992906	56.70899574317141	67.63199049539381	77.2436371952144	86.60920315171465	72.51080944841087	81.3464477831462	90.32865916720529
