0	44.150750329722214	48.89972322249554	44.26973507933431	48.37614888092674	50.99455352510792	49.00995903013909	46.53474257116163	52.68971115669185	45.69140049399957	51.30161330782413	85.94875439139611	82.5531925651932	86.60100424692618	90.36971678596927	87.44358523963767	87.45390159978388	83.6623770854479	89.91002784907462	91.5287326782695	83.77136807785767
1000	45.571367861697745	48.26633015760705	45.953302366967726	47.629077450748376	51.550974763773326	45.906265472886346	49.98596970294476	47.58587978822126	47.863813794753504	49.183323625494246	86.61194905266728	84.94801643828552	88.01346488743776	85.13795597437371	88.87600950743679	86.48300686659302	86.52441129516883	86.96615322033058	88.83597106431642	84.47950203292464
2000	45.14264955187036	48.28962085334305	46.1986985372128	48.22065930197809	51.13426003093687	46.20448812153375	48.78586057943426	48.22757104716802	45.933108591854676	49.28329663954093	86.83621840071223	86.29640114022908	87.71418315394341	85.65591486558561	88.53326945220272	85.05216677418767	84.9497415226755	86.27739465086665	86.70627903073917	83.01126434202571
3000	45.41488486495312	49.10352678393187	46.60025200672679	48.544805332813866	50.063018013353485	45.95020864911014	47.35054983913147	47.39677662212938	45.85135062192394	48.89390496315635	86.48865810901812	86.13482045080542	87.00364195851755	85.63346081474599	87.825632570311	84.53225648775042	84.99032115974566	84.08761175457394	85.35711341093854	81.95024149054777
4000	45.61191672250154	49.14748129488974	46.709808594101894	47.44120914400786	50.23607681508351	45.63251595974649	47.26655333032107	48.18848454554093	45.64207537698509	48.16038531692615	86.28563303575014	85.7586255701814	86.7252918096056	84.27110721901064	86.93740530182771	83.8149453957944	84.95972531678818	83.65514778488979	84.53796016768638	81.52975697766611
5000	45.597628768045965	49.64004124271705	46.34015784071424	47.09192718236965	50.14464741088285	45.794327194436306	48.38225817821742	48.06996208438147	45.79367023248256	47.629586803092955	86.32711361695493	85.36564000603217	85.438405045374	83.95381068273365	86.12133666517495	83.01872830667239	83.78976777412582	82.57348696412711	83.22566121127552	80.85560504690342
6000	45.50662680118358	49.47887533911184	45.94032368110641	47.35561598752767	50.83822603789689	45.2563877479049	48.20182206798526	47.81777008906625	45.00326890516417	48.500162306296474	86.3376023301637	85.16211482142175	85.9301744110908	83.6176805617144	84.68937234261305	81.91048774319825	83.42676512528372	81.79857180772434	81.89611341722966	80.32324742180576
7000	45.73431683699883	49.93409306664498	45.32901766906714	46.44527688324246	48.54711466052587	45.06653961897913	45.24437613669103	46.05156409624872	46.36390640927646	45.68846357170027	82.90904155393343	83.97037567020692	84.83925967825348	83.77808889087271	82.48686455720207	80.95502910290983	81.89262599264329	79.06276499251604	78.38276384556494	76.42268100589365
8000	45.37796536339432	49.336324567362595	47.05019019094843	44.935809815223685	46.32690395959913	45.38520144720704	46.291028220804165	45.527769029621	45.16703056338024	44.10634596571695	81.59778321579788	85.73510628846249	81.3251196288264	83.7711408378001	82.39377226715366	81.54792099303864	80.85530658432775	79.57840061104166	76.8132544407899	75.14181424024268
9000	45.212378478913266	48.1342120813924	47.613175970926335	46.17639053149558	45.27094155691482	47.42256903190287	46.832169229079746	48.4066494361238	41.514570828228166	45.07063154720754	81.0204236214088	82.34793223352222	80.2401467952797	81.62943551070683	81.02453606341837	81.25468675882877	79.61434926326702	80.81819672164735	73.88326713797196	73.1278626897492
10000	44.38206337424125	48.50672310221703	46.064929359236835	46.02652793968185	47.10522658753405	49.01184071992171	45.57013461960766	48.83565662431531	41.47133108828212	46.31243382650156	81.62029662625768	78.32623765215969	81.24344283969896	80.71950064034553	80.32450296163198	81.6039929485664	77.97987085743992	77.28295875247373	73.99161387638574	71.17439377108558
11000	45.00137955410826	49.30137583888637	47.05291433350051	46.47438860532299	47.25287119428683	47.71725212289899	45.707326631074345	47.287247966067156	41.02496758132652	44.5332894477414	81.95116657868017	78.87740464727126	80.82282109111766	79.7334680513478	81.10225246153254	80.25578591529701	76.79021448675307	75.83024002069739	72.77412380383525	70.63073586961319
12000	45.67164704632959	49.589444805479694	46.63142669070947	46.71164605078709	44.61873148129282	48.364126559610995	44.076758014456715	44.887813213952576	39.89103033512328	42.96165317979126	81.45963183145778	79.13077634496031	81.17098160565521	80.87461723533478	79.63527699035708	77.61525845031069	76.54742891882681	76.45755969300612	71.79495296587129	70.61683722605818
13000	43.66866380275154	49.07207516329382	45.19419525954504	46.9101742099379	44.394319614678984	48.77426932192059	44.48099820469582	43.58115318820464	38.291771032338694	46.70463765327224	79.70033633181116	79.42947371710623	80.69653785619565	77.93818047962839	77.08727635404922	75.9600483565201	75.55757409606791	78.26068805506596	68.64560125987538	69.22586717282789
14000	42.50359473088198	48.82723257085457	45.14499816565424	49.356441397674836	44.6066921064884	46.85321381023628	44.36042494259277	44.0220593204069	39.6672278706176	50.15682180157597	79.22525780088935	80.40601997092834	79.30989011347832	74.33373539436475	75.54387429003927	75.83805636744859	74.4166098141306	75.20657041815808	67.13171596827279	68.51427979246968
15000	43.44109652095783	48.12789332329681	44.377609355864514	48.7410926827699	44.95505086574684	46.15619900417485	43.46257719160534	43.84483581949676	39.89635947344115	44.62518363809512	78.5281287459591	81.2857808479786	79.425030349269	74.37088673598397	74.68604965708502	75.41165478183919	73.49565955584158	72.89091091333684	66.52371822843688	67.06093882786566
16000	43.06482057682531	47.40885623929331	45.13222352619407	47.460853203570146	44.051605774828246	47.11709118320552	41.92885653189223	44.08579919992799	36.237533177864606	40.40893650462565	79.19215801210443	75.4596653740647	78.69648763782634	74.89832187985051	74.96685531851061	74.15245646740503	73.54999106307365	74.22112606439829	65.19376617782262	67.20463490485655
17000	43.121780412353075	46.72475352565377	45.78105032928753	46.819483402515594	45.089204614989875	49.32546003923065	42.10386813553579	45.61771500604372	32.93564334555502	41.564703508299424	79.40748126059485	74.14656748093614	76.1790305751587	73.61058887379357	75.09009716912566	73.46929074667703	75.581412364839	74.06192409120996	65.42467801645893	67.65611351246604
18000	42.830554322612166	47.58631546773394	45.00018198687039	46.94034747182344	45.9885390586505	47.42773439275784	43.306724150822355	47.97883720349902	33.75940756916487	38.24158229271543	79.26111256020556	76.80522443976055	74.88361573417752	75.83480040155341	73.02501843349418	73.1430802968239	76.45311131697042	71.67350229665455	64.84792123815126	67.8028421406607
