0	8.481050506593606	11.473659850857029 90.15090013123132	7.482896803371669 11.05771225153514	59.55922745858608 94.2793594534572	63.388586151966095 48.041768288708525	89.67837720332882
1000	9.45127632766365	12.270415242409937 80.60052514176793	8.10487854840798 16.60160614341417	51.48621343018131 90.04949683924968	58.93010644039316 56.81030622468901	90.93977974688735
2000	10.7037488530834	12.67975943034133 77.71533256919935	10.31504611816611 16.680535309042728	52.613397306021646 89.7220879849566	57.60998855550182 57.0030555941364	91.07330675892943
3000	11.793794649329515	13.946708894730047 75.55804625301458	10.582450968368072 15.286220344760212	52.98016311185686 88.85192608538598	57.33907541504276 57.04949325711403	89.04695246336883
4000	12.258087649076788	13.700405369446562 74.33542978067793	10.739632957143261 15.07350366733553	53.39638242324772 88.50093824905379	57.508580623976556 56.97406454912924	88.07404054995334
5000	13.98317508321429	13.846650784478644 71.98783939005934	11.6402674679438 15.055577450437184	54.30086587981261 87.4972557380975	58.03300453854104 56.7094701994183	87.65902887162532
6000	15.152574395526308	15.018419964266558 71.5593152383316	12.072375733528794 15.20892936749832	55.66440143855451 87.85319716466093	58.708384976710086 56.342311701060424	87.40306081350732
7000	15.91479257218898	13.45216486887904 70.38879708396847	12.844074368002994 15.794970854259262	55.63490917551329 87.9755717762967	58.07445984916584 55.404865601882875	86.46373194788715
8000	15.71225438913704	13.426480593286938 69.08210657222618	12.862943561632159 16.007139391170057	56.167771238875694 87.96711351253823	58.0730397194951 54.93206547867845	86.4538751846989
9000	15.914350052223076	13.243604493247831 68.42624773140585	13.058113097668656 16.64421584266294	56.42638345755046 88.3066413706694	56.9136672312098 55.41342495844047	86.26659933796792
10000	15.182854882294334	13.04091722810672 66.75228612902546	12.644938605399522 16.1881998780103	57.25350807344366 87.85193681824315	57.09959155652064 55.19420316498213	85.69368946654377
11000	15.101432764125828	13.137782321089494 65.67999340507087	12.908136507129807 15.844940540478893	58.19111097800615 86.53815729567562	57.72461007482154 55.19730150353704	86.38586648111396
12000	15.140021306762126	13.680003187763678 64.48732694556239	13.118026385468694 16.179391666141612	59.69847761514787 87.38975882480578	56.70989929842625 54.17168189767225	85.35244546514336
13000	14.654181314128794	14.750529123378989 63.030456280528036	13.073693094238086 15.847446845863898	61.029430303196804 86.23118867000693	57.28207624112431 53.368616952881055	85.39043466269183
14000	13.644832984437526	14.932359985569747 61.565696124267454	12.925374861612724 15.177162994235246	62.06183705185384 85.86351710479165	56.97090638509115 53.68562092568476	85.97306276464103
15000	13.600746185469218	14.56280165618046 60.71212131258302	12.379345308664567 14.307721744282306	62.729581287234794 85.57851079275041	56.756733118335795 53.41002983478861	86.06567047340255
16000	13.680501522866182	14.665765893724517 59.207050791626756	12.616032782166654 13.487216607417936	63.48436184643987 85.68219552770117	57.40350181112595 53.67165326122254	86.05388625813535
17000	14.037063859768942	14.977123210041286 58.63995027712388	12.698447465296088 13.232777983326429	63.80166563789427 85.73850192145014	56.611572966589684 53.79077980397797	85.8658622492733
18000	13.83498189506654	15.297837815050338 57.78232364315326	12.688873853124425 13.286509662327333	64.47212971098827 84.91743203873529	56.120360994236584 54.02805972330797	86.55525374828468
19000	14.092212678753747	15.34793956435221 57.902867829621606	13.093511503658666 13.882372583037471	64.86375212303494 84.10933012194707	55.5396009193245 54.09203216027808	86.5074606928311
20000	14.777027604422601	15.473434118905482 57.984100428081845	12.262354377586526 13.680008031588454	65.32230225410692 84.20102017927172	55.561326451707345 53.3922094412794	86.34894023222334
21000	14.999680157245928	14.458791890103564 57.822430413034134	12.401789093875555 14.26054553886191	65.49734066718737 84.53240258644723	56.1492082209606 53.80482124684395	86.82231819268291
22000	15.42303646723748	14.170286960181823 57.11864783514041	12.000180230227246 13.841143524753672	65.1125281071186 85.18025591264478	56.175366727875534 54.217141809436455	86.01565846562292
23000	14.66446118881327	14.067166036280446 54.48340641751263	11.982888770105868 13.571174452814322	65.87121935867735 85.10426284457418	55.60290188608088 54.00452629908752	86.49352399451001
24000	13.21288229391794	14.331361807654012 53.63171378791633	12.197632675905444 13.513755566059395	66.76062289955009 84.64172842049591	54.98313762622011 54.51077291840769	86.302044675556
25000	13.245817273312495	15.476054588414579 51.92131661020011	11.794147135894933 13.378292257183514	66.74780087026413 85.93949486628486	54.85097244474588 54.26580971483969	86.08067246876368
26000	13.152662048921506	15.72923469343844 50.084537256311734	11.811488378392088 14.202193277956317	67.67660187220555 85.75760940974938	54.08349772972843 54.35124735530036	86.3372234113802
27000	13.176519786726754	16.142590308594066 50.06781546506691	11.89072302381611 14.603270098460614	67.9811445210309 85.14286084509867	54.63192249603867 55.447187262552085	86.10233922641802
28000	14.025650934247835	15.755829769136538 48.699779571631915	12.942107486901614 15.115775484977998	68.46296104797509 84.9668422443236	54.83484504838185 55.94084273845315	86.12914961456791
29000	14.312965073228966	16.168292855564392 47.81410862181574	13.021792077591702 15.495757176796104	68.9271150573299 85.05540923774619	54.77147608401726 57.036041736596694	85.98103495589734
30000	13.590198463957746	16.830256123560744 46.99270972105064	13.263221543397021 15.596752976234766	69.41042926280824 84.72290696763555	54.25169993064761 57.32558933862769	86.570089853565
31000	13.457490969563217	16.682865967709326 46.7825514031129	13.44262866417164 15.369126548199805	69.47220461910304 84.96730305406233	53.80224186408346 58.38110149461983	86.19597861245254
32000	13.448422037332188	16.970214389713597 48.10987516535901	13.077172375655538 15.326116451952645	69.41944076995243 85.16910403298327	52.728563191531876 59.33283203546921	86.35551433007939
33000	13.764184927001384	16.823565430142413 48.82283802043436	12.11976218854499 14.708495642304099	69.62324390815104 84.66767435971695	51.8769204220951 60.1920901972135	86.12229599012115
34000	13.733190448430639	16.937206740735306 49.34984725764867	12.213949322527508 14.563860602005631	70.19460107917439 84.76385590469086	52.28599251463664 60.819743595733	86.6168613140977
35000	13.287116257214668	16.67936029958029 48.833623205124454	12.430024882769704 15.739963456962716	70.75749030582237 84.6434812055076	51.94490881087184 61.54102886111556	87.4082648486746
36000	12.58522041340122	16.538282359788234 47.889584154597706	12.629079813144829 16.004985729807444	70.8830327027617 85.07610772821651	51.47410720194115 61.41137667521353	86.9468248645268
37000	11.742640430546574	17.61051965111606 48.20533373124259	12.377520650531478 15.859078756734787	71.19739893816502 84.69855160988674	50.647521999376195 61.563430603396	86.60035683138602
38000	11.908459477372553	16.820150439845563 47.54730355071386	13.34044733379921 15.1872944907761	72.3985553946387 84.28188623044137	49.602789799367564 62.30849569473331	86.25460987854599
39000	11.260664161051176	17.047948456659704 46.88220006641909	13.181118261810502 15.342814744368695	72.66802107813642 84.44456576525442	49.040098926597466 62.363055231129316	85.92710698493843
40000	12.059716919431867	17.518999707654825 46.80257450837157	12.550631145382324 15.160854253328598	74.08678853334646 84.14437183112643	48.86571899815797 62.68919891112614	85.4832326251114
41000	11.645205057741421	17.089039651507942 45.46850452080536	12.819821130406297 14.940155832858627	73.55524046140981 84.45733479731531	48.26089044635728 62.199263471651555	85.93125033739341
42000	11.424316325680769	16.7327099914252 45.10261180775349	13.139849753337902 14.856008428378013	72.49996365224395 84.46396106909542	47.46169856574241 62.39879810539285	86.08913492239186
43000	11.403419480410225	16.598917291971397 44.81184242298831	13.135587349506226 14.356594255599767	73.01329837367135 84.02976036993395	47.1699974951921 62.007209055800615	85.56147001465939
