0	11.76888254992446	14.603612153871907 92.80242065472855	18.028504323647233 9.201091398908485	57.1752420701777 90.3853742308368	55.80060768144291 48.842334540109604	94.01894739405286
1000	12.947995241521365	12.653462087492914 83.59377389069645	13.451658005996777 11.748838944541129	58.33889110182296 89.35840892413626	59.24549596737968 49.86789003644932	89.71038585122946
2000	12.641248652776216	10.957963893013709 81.43993069144251	13.105853731726867 12.311869612853725	58.67444482306534 89.23141281869414	59.33253375228794 49.07897507207821	90.26371320848868
3000	12.242816310295005	10.561383072913724 80.32991400616855	13.329779917643197 12.717764820729768	58.405531131296655 88.73200105797184	59.3451531765444 49.310298499881576	89.86854604991431
4000	10.841834296958725	9.657966868585985 78.37286997898168	13.241945100093522 13.714302840775419	57.79080256791117 88.2734894518867	59.56739086536203 50.45766919214666	89.1441645985576
5000	10.46932098263738	9.477921069007802 75.65852976595816	12.724668431801824 13.67635013736603	57.98255729830178 88.21557747596879	59.92371576413363 50.88886902652503	88.8357578641467
6000	11.147895573003591	9.077462505584277 72.43604432107976	13.041783969393071 14.747182360759911	56.89514725570136 88.04755411360586	60.39535646434642 50.98038477547833	86.95977418852911
7000	9.881361125251825	8.317415887642397 69.5843169956659	12.705846284127999 14.257789757795482	56.780160395000664 87.52658469633202	60.33726359905487 50.29994054158951	86.66183442891045
8000	10.242774195455567	8.209130454302024 67.55489153179755	13.117865999572771 15.097796970713555	57.27319279812372 87.64502952380901	61.02920805297511 50.05825703748595	85.97936343484938
9000	10.651033521570625	6.778413529347604 65.07128888467179	14.131616198556115 15.304506630294776	57.0752345213462 87.73002422215428	60.99349654731678 49.029256391842566	84.77760906807933
10000	10.207828146850154	6.330049016580677 63.58498135860955	13.737334339641247 15.445239071965492	57.27253778178035 87.97215246125846	61.709209674623786 48.30995390758383	84.65479288037301
11000	11.535399672791005	7.642655332685166 62.149422966413596	13.322163199815689 15.22155171436521	57.152596158853434 88.00963919558964	62.756875528676645 48.995799802504045	83.95842113851253
12000	10.478990678533911	7.682041985306714 60.06229549970997	13.06586526578789 14.621825571371062	56.34003689138667 87.93989099951969	62.24839706880292 49.25268893606339	84.6345975317493
13000	9.795439026381034	6.943755555339773 59.11496588708333	12.999311719889649 14.536626614292313	56.551718454953765 87.3893421140139	61.92711405156775 49.33814002379426	84.79058085829499
14000	10.26820777507647	5.802889493348319 57.95406874113231	12.664957704411039 13.702740676380374	56.26441609725049 87.12885422790616	62.3611777711083 49.613700299264515	84.90248802064662
15000	8.425219625941624	5.2384903987550135 56.73682000358469	13.487628596419619 14.540825043712005	57.40420837908681 87.04110915779223	62.36298765839782 49.77029209455452	84.80996186496493
16000	8.56667284658365	5.438813548899853 55.0712502893205	13.605137951731523 14.317861622426824	57.920257503290976 87.08222566034426	62.93281523282308 50.367102370615385	85.40599426176985
17000	7.327232919896804	5.930313049370886 53.22944813433041	13.74824618192664 14.28591576627068	57.884954489106946 87.20505063120072	63.06316102285052 49.92119729388907	85.30592079406675
18000	6.394671814920124	6.3834849314979 51.400929669496364	13.838601542898356 14.195361087735998	59.09599985005068 86.90807359217492	62.41142627944423 49.74826845004839	84.88918902394326
19000	6.81996995608226	7.149066780869519 49.92876619305552	13.539390840158712 13.843929778280609	58.854115832910715 87.26557175454103	62.423853891301185 50.7562199909022	85.09571595388267
20000	7.237928891452037	6.1880771778029375 47.51195898722146	13.340472693485328 13.806308863432596	59.11486595555832 87.47636247908102	61.8724440123724 50.198720199306585	84.43168698087514
21000	7.534899046068873	5.999257768060001 44.878927137054404	13.331845860773885 14.309143099219519	59.5516212352088 87.33870734209269	61.01947035483304 50.89830571947794	85.12462255595764
22000	5.155503100932464	6.847867408417885 43.74648983921642	13.155621970658505 14.702555947331835	59.46384462786996 87.23892519826785	61.92744390224198 51.37257020428972	85.58761483238621
