0	33.81525863574625	50.50792443971159	64.64571789282051	36.7612624567377	55.696921739887514	63.26746138423685	78.24352962483849	88.5162939168838	100.0	74.16294102042005	87.16756531897389	100.0
1000	35.25995513635681	49.036162110628226	63.17303815426135	37.00781545886508	50.51695422421382	63.26746138423685	77.55911766777791	86.52426426014782	95.63744922351142	76.20738618244567	86.16890786909894	95.74856902795993
2000	35.25995513635681	47.97340727857669	62.39208911050301	38.352436664962084	49.20309811196711	60.333421332012634	75.2792272562998	84.50653842261309	93.93080683815148	74.64978423507529	84.70100008167572	93.89754607756232
3000	36.89453405499938	48.39381323356923	62.073465961866454	38.860411058362345	48.57392509161435	60.09546506187287	72.93623431263664	83.26328854214415	92.85044123098524	73.2406055304925	83.69242144495973	93.2419846898187
4000	37.29972612459284	48.934314698941336	61.224640460499735	39.840844700664164	49.77191684863375	59.90282710426696	72.03579050725766	82.26666862665974	92.0271982339105	72.19438967646141	82.8070810541791	92.59113875537105
5000	37.19108915647001	48.50132274882969	61.086396641798444	39.73267124561356	49.439717423860245	59.273131816706794	71.41306476594039	81.57671076453252	91.57610818022894	71.27485459532357	81.84767826498026	92.05092018018698
6000	37.19108915647001	48.52632902593214	60.86003006544537	39.840844700664164	49.439717423860245	59.273131816706794	70.77380704029292	81.20634014772624	91.1965780261072	70.63813348876229	81.04424262414199	91.72903828171849
7000	37.493643519406334	46.864908822517876	56.53841850498298	41.531816688836	49.08926504530554	57.488735703791946	65.90819828107668	75.98837950723305	87.17922990607562	65.12011821563851	75.04373125367279	84.89532099812524
8000	37.789392338793164	46.31912162672468	54.895813635270585	41.531816688836	46.56353658037155	57.488735703791946	62.860399371813386	73.76242604020455	84.31334244298675	62.55175586874071	72.83608610177299	83.17670797603671
9000	35.48907434309852	46.145783972139306	55.43381837950292	41.29694040141108	46.4787153693643	56.65855562600834	59.56804750114315	71.45759391034004	81.92056939857275	59.932986096047934	70.38364342588737	81.61395739002045
10000	30.463623540229506	41.17995726005718	52.644839717155314	40.60968377511686	46.97573166384186	53.54581252211971	56.853434491626174	68.01449102822713	79.01212102284825	57.204872801627786	67.64470072799352	78.96462372409655
