0	50.28391201351107	48.54007680297555	89.12678643781351	89.18109423600764
1000	49.53287683510606	46.22927460436263	86.55335304760327	88.90247069499021
2000	49.37504159204315	46.70128933583163	86.31388047894819	89.08599621876289
0	51.03137079226007	49.47961556726605	86.15679992577861	84.63134304381234
0	48.11067782337915	48.996709646552226	89.04194766080698	85.32429521540188
1000	47.01031828005843	43.69277564939351	87.57763348042045	88.41817556458426
2000	46.8392405325202	43.069190593076506	87.6579517054389	88.23005248157669
3000	46.48134830985665	42.685455427337004	87.40439380080277	88.2132644858197
4000	46.76168150868259	42.64335925997187	87.16920018431924	88.35928361317418
0	51.07941348494265	50.88289025973374	91.82955219992034	88.23778306691618
1000	48.635787850411965	49.05805043676219	88.30859109478041	88.85638784578022
2000	48.78641981489664	49.30276085460208	87.96647176988171	88.79670745035966
3000	48.68016703205983	49.34463626448043	88.0119298618459	88.71454249877236
0	50.33809082791123	48.66220285580931	86.83565074008348	88.33502785498501
1000	50.095804817583215	47.04513961023816	87.22553821236954	86.2422931902435
2000	50.18213298733455	47.04154100162151	86.85289077059241	86.14595679011497
3000	50.6730993608286	47.067418241887104	86.8058692601591	85.99318961861475
4000	50.75297020878932	47.30839544548982	86.83297619311274	85.96005444919722
0	50.737036343887766	49.120302200478235	85.99260019104295	87.2001998968083
1000	52.718112643476374	47.91035211705	86.87666675790831	88.89515815134911
2000	52.42392242737906	48.91368062458401	86.82366883520706	88.80055168331836
3000	52.409578096123724	49.03647036693894	86.84088095127942	88.07075483589676
4000	52.50195320551065	49.87083220613988	86.41478979475063	86.67564876440997
5000	52.77416236857423	49.66844361942311	85.81134338431889	86.89542558434385
6000	53.20295128144315	48.54052937243901	85.23872232118477	87.31395303978407
7000	53.20615190737782	48.156004857418836	85.33975106212301	87.14734985854938
8000	53.42709902985745	47.809269534999785	85.11574634814744	87.30774954210507
