1000	0.9939024390243902	0.9411764705882353	0.8	1.0	1.0	0.6666666666666666	1.0	0.9655172413793104	1.0	0.9985507246376811
2000	1.0	1.0	0.8333333333333334	1.0	0.5	0.7142857142857143	1.0	1.0	1.0	0.9954128440366973
3000	1.0	1.0	1.0	0.6	1.0	0.8333333333333334	1.0	0.9666666666666667	1.0	1.0
4000	1.0	1.0	1.0	1.0	NaN	0.8	1.0	1.0	1.0	0.9985611510791367
5000	1.0	1.0	1.0	1.0	NaN	0.75	0.8461538461538461	1.0	0.9753086419753086	0.9955423476968797
6000	1.0	1.0	0.8	1.0	1.0	0.8	1.0	1.0	1.0	0.9941089837997055
7000	1.0	0.9565217391304348	1.0	NaN	0.0	0.5714285714285714	0.8235294117647058	1.0	1.0	1.0
8000	1.0	1.0	0.75	0.25	NaN	0.4	0.9090909090909091	0.9666666666666667	1.0	1.0
9000	1.0	1.0	1.0	0.0	NaN	0.8333333333333334	0.75	0.9545454545454546	1.0	1.0
10000	1.0	1.0	0.5	0.0	NaN	0.6666666666666666	0.6666666666666666	0.9285714285714286	1.0	1.0
11000	1.0	0.9473684210526315	0.75	NaN	NaN	0.5	0.6	1.0	1.0	1.0
12000	1.0	1.0	0.0	NaN	NaN	0.0	0.8	1.0	1.0	1.0
13000	1.0	0.8148148148148148	0.42857142857142855	NaN	NaN	0.0	0.5	1.0	1.0	1.0
14000	1.0	0.9615384615384616	0.7142857142857143	NaN	NaN	NaN	0.5	0.9615384615384616	1.0	1.0
15000	1.0	0.9615384615384616	0.3	NaN	NaN	NaN	0.25	0.9545454545454546	1.0	1.0
16000	1.0	1.0	0.0	NaN	NaN	NaN	0.0	0.9354838709677419	1.0	1.0
17000	1.0	1.0	0.0	NaN	NaN	NaN	NaN	1.0	1.0	1.0
18000	1.0	1.0	NaN	NaN	NaN	NaN	NaN	1.0	1.0	1.0
19000	1.0	1.0	NaN	NaN	NaN	NaN	NaN	1.0	1.0	1.0
20000	1.0	1.0	NaN	NaN	NaN	NaN	NaN	1.0	1.0	1.0
21000	1.0	1.0	NaN	NaN	NaN	NaN	NaN	1.0	1.0	1.0
22000	1.0	1.0	NaN	NaN	NaN	NaN	NaN	1.0	1.0	1.0
23000	1.0	1.0	NaN	NaN	NaN	NaN	NaN	1.0	1.0	1.0
24000	1.0	1.0	NaN	NaN	NaN	NaN	NaN	1.0	1.0	1.0
25000	1.0	1.0	NaN	NaN	NaN	NaN	NaN	1.0	1.0	1.0
26000	1.0	1.0	NaN	NaN	NaN	NaN	NaN	1.0	1.0	1.0
27000	1.0	1.0	NaN	NaN	NaN	NaN	NaN	1.0	1.0	1.0
28000	1.0	1.0	NaN	NaN	NaN	NaN	NaN	1.0	1.0	1.0
29000	1.0	1.0	NaN	NaN	NaN	NaN	NaN	1.0	1.0	1.0
30000	1.0	1.0	NaN	NaN	NaN	NaN	NaN	1.0	1.0	1.0
31000	1.0	1.0	NaN	NaN	NaN	NaN	NaN	1.0	1.0	1.0
32000	1.0	1.0	NaN	NaN	NaN	NaN	NaN	1.0	1.0	1.0
33000	1.0	1.0	NaN	NaN	NaN	NaN	NaN	1.0	1.0	1.0
34000	1.0	1.0	NaN	NaN	NaN	NaN	NaN	1.0	1.0	1.0
35000	1.0	1.0	NaN	NaN	NaN	NaN	NaN	1.0	1.0	1.0
36000	1.0	1.0	NaN	NaN	NaN	NaN	NaN	1.0	1.0	1.0
37000	1.0	1.0	NaN	NaN	NaN	NaN	NaN	1.0	1.0	1.0
38000	1.0	1.0	NaN	NaN	NaN	NaN	NaN	1.0	1.0	1.0
39000	1.0	1.0	NaN	NaN	NaN	NaN	NaN	1.0	1.0	1.0
40000	1.0	1.0	NaN	NaN	NaN	NaN	NaN	1.0	1.0	1.0
41000	1.0	1.0	NaN	NaN	NaN	NaN	NaN	1.0	1.0	1.0
42000	1.0	1.0	NaN	NaN	NaN	NaN	NaN	1.0	1.0	1.0
43000	1.0	1.0	NaN	NaN	NaN	NaN	NaN	1.0	1.0	1.0
44000	1.0	1.0	NaN	NaN	NaN	NaN	NaN	1.0	1.0	1.0
45000	1.0	1.0	NaN	NaN	NaN	NaN	NaN	1.0	1.0	1.0
46000	1.0	1.0	NaN	NaN	NaN	NaN	NaN	1.0	1.0	1.0
47000	1.0	1.0	NaN	NaN	NaN	NaN	NaN	1.0	1.0	1.0
48000	1.0	1.0	NaN	NaN	NaN	NaN	NaN	1.0	1.0	1.0
49000	1.0	1.0	NaN	NaN	NaN	NaN	NaN	1.0	1.0	1.0
50000	1.0	1.0	NaN	NaN	NaN	NaN	NaN	1.0	1.0	1.0
51000	1.0	1.0	NaN	NaN	NaN	NaN	NaN	1.0	1.0	1.0
52000	1.0	1.0	NaN	NaN	NaN	NaN	NaN	1.0	1.0	1.0
53000	1.0	1.0	NaN	NaN	NaN	NaN	NaN	1.0	1.0	1.0
54000	1.0	1.0	NaN	NaN	NaN	NaN	NaN	1.0	1.0	1.0
55000	1.0	1.0	NaN	NaN	NaN	NaN	NaN	1.0	1.0	1.0
56000	1.0	1.0	NaN	NaN	NaN	NaN	NaN	1.0	1.0	1.0
57000	1.0	1.0	NaN	NaN	NaN	NaN	NaN	1.0	1.0	1.0
58000	1.0	1.0	NaN	NaN	NaN	NaN	NaN	1.0	1.0	1.0
59000	1.0	1.0	NaN	NaN	NaN	NaN	NaN	1.0	1.0	1.0
60000	1.0	1.0	NaN	NaN	NaN	NaN	NaN	1.0	1.0	1.0
61000	1.0	1.0	NaN	NaN	NaN	NaN	NaN	1.0	1.0	1.0
62000	1.0	1.0	NaN	NaN	NaN	NaN	NaN	1.0	1.0	1.0
63000	1.0	1.0	NaN	NaN	NaN	NaN	NaN	1.0	1.0	1.0
64000	1.0	1.0	NaN	NaN	NaN	NaN	NaN	1.0	1.0	1.0
65000	1.0	1.0	NaN	NaN	NaN	NaN	NaN	1.0	1.0	1.0
66000	1.0	1.0	NaN	NaN	NaN	NaN	NaN	1.0	1.0	1.0
67000	1.0	1.0	NaN	NaN	NaN	NaN	NaN	1.0	1.0	1.0
68000	1.0	1.0	NaN	NaN	NaN	NaN	NaN	1.0	1.0	1.0
69000	1.0	1.0	NaN	NaN	NaN	NaN	NaN	1.0	1.0	1.0
70000	1.0	1.0	NaN	NaN	NaN	NaN	NaN	1.0	1.0	1.0
71000	1.0	1.0	NaN	NaN	NaN	NaN	NaN	1.0	1.0	1.0
72000	1.0	1.0	NaN	NaN	NaN	NaN	NaN	1.0	1.0	1.0
73000	1.0	1.0	NaN	NaN	NaN	NaN	NaN	1.0	1.0	1.0
74000	1.0	1.0	NaN	NaN	NaN	NaN	NaN	1.0	1.0	1.0
75000	1.0	1.0	NaN	NaN	NaN	NaN	NaN	1.0	1.0	1.0
76000	1.0	1.0	NaN	NaN	NaN	NaN	NaN	1.0	1.0	1.0
77000	1.0	1.0	NaN	NaN	NaN	NaN	NaN	1.0	1.0	1.0
78000	1.0	1.0	NaN	NaN	NaN	NaN	NaN	1.0	1.0	1.0
79000	1.0	1.0	NaN	NaN	NaN	NaN	NaN	1.0	1.0	1.0
80000	1.0	1.0	NaN	NaN	NaN	NaN	NaN	1.0	1.0	1.0
